Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
30633,00,105,001,14282,2
30633,00,71,210,0,2
30633,00,21,220,0,2
30633,00,8,230,0,2
30633,00,4,241,0,2
30633,23,18,001,0,2
30633,23,13,210,0,2
30633,23,4,220,0,2
30633,31-33,4,001,0,2
30633,42,4,001,0,2
30633,42,3,210,0,2
30633,44-45,18,001,0,2
30633,44-45,11,210,0,2
30633,44-45,5,220,0,2
30633,48-49,4,001,0,2
30633,48-49,4,210,0,2
30633,52,8,001,0,2
30633,52,6,210,0,2
30633,53,3,001,0,2
30633,53,3,210,0,2
30633,54,9,001,0,2
30633,54,6,210,0,2
30633,56,6,001,0,2
30633,56,6,210,0,2
30633,62,10,001,0,2
30633,62,4,210,0,2
30633,62,3,220,0,2
30633,72,8,001,0,2
30633,72,3,210,0,2
30633,81,11,001,0,2
30633,81,9,210,0,2
