	id	state	COUNTY	GEO_TTL	relevant_naics	NAICS_TTL	NAICS_Sector	GEO_ID	estab	emp_reported	payann_reported	emp_est1	payann_est1	estimate_est1	emp_est3	payann_est3	estimate_est3
0	44001	44	1	Bristol County	114111	Finfish fishing	11	0500000US44001	2.0	0.0	0.0	7.142857142857142	670.0	1.0	7.142857142857142	670.0	1.0
1	44001	44	1	Bristol County	114111	Finfish fishing	11	0500000US44001	2.0	0.0	0.0	7.142857142857142	670.0	1.0	0.7166666666666667	16.883333333333333	1.0
2	44001	44	1	Bristol County	114111	Finfish fishing	11	0500000US44001	2.0	0.0	0.0	0.7166666666666667	16.883333333333333	1.0	7.142857142857142	670.0	1.0
3	44001	44	1	Bristol County	114111	Finfish fishing	11	0500000US44001	2.0	0.0	0.0	0.7166666666666667	16.883333333333333	1.0	0.7166666666666667	16.883333333333333	1.0
4	44001	44	1	Bristol County	114112	Shellfish fishing	11	0500000US44001	1.0	0.0	0.0	4.0	9.0	1.0	4.0	9.0	1.0
5	44001	44	1	Bristol County	114112	Shellfish fishing	11	0500000US44001	1.0	0.0	0.0	4.0	9.0	1.0	-44.0	1.0	1.0
6	44001	44	1	Bristol County	114112	Shellfish fishing	11	0500000US44001	1.0	0.0	0.0	-44.0	1.0	1.0	4.0	9.0	1.0
7	44001	44	1	Bristol County	114112	Shellfish fishing	11	0500000US44001	1.0	0.0	0.0	-44.0	1.0	1.0	-44.0	1.0	1.0
8	44001	44	1	Bristol County	221320	Sewage treatment facilities	22	0500000US44001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
9	44001	44	1	Bristol County	221320	Sewage treatment facilities	22	0500000US44001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
10	44001	44	1	Bristol County	221320	Sewage treatment facilities	22	0500000US44001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
11	44001	44	1	Bristol County	221320	Sewage treatment facilities	22	0500000US44001	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
12	44001	44	1	Bristol County	236115	New single-family housing construction (except for-sale builders)	23	0500000US44001	16.0	40.0	1814.0	40.0	1814.0	0.0	40.0	1814.0	0.0
13	44001	44	1	Bristol County	236115	New single-family housing construction (except for-sale builders)	23	0500000US44001	16.0	40.0	1814.0	40.0	1814.0	0.0	53.61538461538461	3015.923076923077	0.3076923076923077
14	44001	44	1	Bristol County	236115	New single-family housing construction (except for-sale builders)	23	0500000US44001	16.0	40.0	1814.0	46.5	2677.75	0.0	40.0	1814.0	0.0
15	44001	44	1	Bristol County	236115	New single-family housing construction (except for-sale builders)	23	0500000US44001	16.0	40.0	1814.0	46.5	2677.75	0.0	53.61538461538461	3015.923076923077	0.3076923076923077
16	44001	44	1	Bristol County	236117	New housing for-sale builders	23	0500000US44001	4.0	5.0	249.0	5.0	249.0	0.0	5.0	249.0	0.0
17	44001	44	1	Bristol County	236117	New housing for-sale builders	23	0500000US44001	4.0	5.0	249.0	5.0	249.0	0.0	12.2	490.8	0.4
18	44001	44	1	Bristol County	236117	New housing for-sale builders	23	0500000US44001	4.0	5.0	249.0	12.2	490.8	0.4	5.0	249.0	0.0
19	44001	44	1	Bristol County	236117	New housing for-sale builders	23	0500000US44001	4.0	5.0	249.0	12.2	490.8	0.4	12.2	490.8	0.4
20	44001	44	1	Bristol County	236118	Residential remodelers	23	0500000US44001	45.0	105.0	4751.0	105.0	4751.0	0.0	105.0	4751.0	0.0
21	44001	44	1	Bristol County	236118	Residential remodelers	23	0500000US44001	45.0	105.0	4751.0	105.0	4751.0	0.0	110.07692307692308	5359.307692307692	0.3076923076923077
22	44001	44	1	Bristol County	236118	Residential remodelers	23	0500000US44001	45.0	105.0	4751.0	116.375	5552.0	0.0	105.0	4751.0	0.0
23	44001	44	1	Bristol County	236118	Residential remodelers	23	0500000US44001	45.0	105.0	4751.0	116.375	5552.0	0.0	110.07692307692308	5359.307692307692	0.3076923076923077
24	44001	44	1	Bristol County	236220	Commercial and institutional building construction	23	0500000US44001	5.0	0.0	0.0	7.0	527.0	1.0	7.0	527.0	1.0
25	44001	44	1	Bristol County	236220	Commercial and institutional building construction	23	0500000US44001	5.0	0.0	0.0	7.0	527.0	1.0	34.69230769230769	1907.8461538461536	0.3076923076923077
26	44001	44	1	Bristol County	236220	Commercial and institutional building construction	23	0500000US44001	5.0	0.0	0.0	27.625	1687.75	0.0	7.0	527.0	1.0
27	44001	44	1	Bristol County	236220	Commercial and institutional building construction	23	0500000US44001	5.0	0.0	0.0	27.625	1687.75	0.0	34.69230769230769	1907.8461538461536	0.3076923076923077
28	44001	44	1	Bristol County	237110	Water and sewer line and related structures construction	23	0500000US44001	2.0	0.0	0.0	15.11111111111111	926.0	1.0	15.11111111111111	926.0	1.0
29	44001	44	1	Bristol County	237110	Water and sewer line and related structures construction	23	0500000US44001	2.0	0.0	0.0	15.11111111111111	926.0	1.0	18.13888888888889	1949.986111111111	1.0
30	44001	44	1	Bristol County	237110	Water and sewer line and related structures construction	23	0500000US44001	2.0	0.0	0.0	18.13888888888889	1949.986111111111	1.0	15.11111111111111	926.0	1.0
31	44001	44	1	Bristol County	237110	Water and sewer line and related structures construction	23	0500000US44001	2.0	0.0	0.0	18.13888888888889	1949.986111111111	1.0	18.13888888888889	1949.986111111111	1.0
32	44001	44	1	Bristol County	237990	Other heavy and civil engineering construction	23	0500000US44001	1.0	0.0	0.0	4.75	310.25	1.0	4.75	310.25	1.0
33	44001	44	1	Bristol County	237990	Other heavy and civil engineering construction	23	0500000US44001	1.0	0.0	0.0	4.75	310.25	1.0	2.0166666666666666	481.0958333333333	1.0
34	44001	44	1	Bristol County	237990	Other heavy and civil engineering construction	23	0500000US44001	1.0	0.0	0.0	2.0166666666666666	481.0958333333333	1.0	4.75	310.25	1.0
35	44001	44	1	Bristol County	237990	Other heavy and civil engineering construction	23	0500000US44001	1.0	0.0	0.0	2.0166666666666666	481.0958333333333	1.0	2.0166666666666666	481.0958333333333	1.0
36	44001	44	1	Bristol County	238110	Poured concrete foundation and structure contractors	23	0500000US44001	1.0	0.0	0.0	204.0	748.0	1.0	204.0	748.0	1.0
37	44001	44	1	Bristol County	238110	Poured concrete foundation and structure contractors	23	0500000US44001	1.0	0.0	0.0	204.0	748.0	1.0	29.625	682.75	1.0
38	44001	44	1	Bristol County	238110	Poured concrete foundation and structure contractors	23	0500000US44001	1.0	0.0	0.0	29.625	682.75	1.0	204.0	748.0	1.0
39	44001	44	1	Bristol County	238110	Poured concrete foundation and structure contractors	23	0500000US44001	1.0	0.0	0.0	29.625	682.75	1.0	29.625	682.75	1.0
40	44001	44	1	Bristol County	238120	Structural steel and precast concrete contractors	23	0500000US44001	1.0	0.0	0.0	23.0	1104.0	1.0	23.0	1104.0	1.0
41	44001	44	1	Bristol County	238120	Structural steel and precast concrete contractors	23	0500000US44001	1.0	0.0	0.0	23.0	1104.0	1.0	16.4875	793.075	1.0
42	44001	44	1	Bristol County	238120	Structural steel and precast concrete contractors	23	0500000US44001	1.0	0.0	0.0	16.4875	793.075	1.0	23.0	1104.0	1.0
43	44001	44	1	Bristol County	238120	Structural steel and precast concrete contractors	23	0500000US44001	1.0	0.0	0.0	16.4875	793.075	1.0	16.4875	793.075	1.0
44	44001	44	1	Bristol County	238130	Framing contractors	23	0500000US44001	2.0	0.0	0.0	17.88235294117647	1097.2941176470588	1.0	17.88235294117647	1097.2941176470588	1.0
45	44001	44	1	Bristol County	238130	Framing contractors	23	0500000US44001	2.0	0.0	0.0	17.88235294117647	1097.2941176470588	1.0	23.651315789473685	1729.4780701754385	1.0
46	44001	44	1	Bristol County	238130	Framing contractors	23	0500000US44001	2.0	0.0	0.0	23.651315789473685	1729.4780701754385	1.0	17.88235294117647	1097.2941176470588	1.0
47	44001	44	1	Bristol County	238130	Framing contractors	23	0500000US44001	2.0	0.0	0.0	23.651315789473685	1729.4780701754385	1.0	23.651315789473685	1729.4780701754385	1.0
48	44001	44	1	Bristol County	238140	Masonry contractors	23	0500000US44001	10.0	0.0	999.0	0.0	999.0	0.0	0.0	999.0	0.0
49	44001	44	1	Bristol County	238140	Masonry contractors	23	0500000US44001	10.0	0.0	999.0	0.0	999.0	0.0	25.692307692307693	1685.076923076923	0.3076923076923077
