	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
1	13	999	Statewide	11	Crop harvesting, primarily by machine	13	115113	5.0	1.6
8	13	999	Statewide	11	Other marine fishing	13	114119	2.0	1.0
15	13	999	Statewide	21	All other nonmetallic mineral mining	13	212399	8.0	3.2
23	13	999	Statewide	21	Gold ore mining	13	212221	2.0	2.0
24	13	999	Statewide	21	Industrial sand mining	13	212322	6.0	3.0
28	13	999	Statewide	21	Support activities for coal mining	13	213113	6.0	3.2
32	13	999	Statewide	22	Biomass electric power generation	13	221117	3.0	1.3333333333333333
36	13	999	Statewide	22	Hydroelectric power generation	13	221111	19.0	8.0
38	13	999	Statewide	22	Nuclear electric power generation	13	221113	15.0	7.4
39	13	999	Statewide	22	Other electric power generation	13	221118	4.0	1.4
42	13	999	Statewide	22	Steam and air-conditioning supply	13	221330	2.0	1.0
81	13	999	Statewide	31	Breakfast cereal manufacturing	13	311230	3.0	1.4
84	13	999	Statewide	31	Cane sugar manufacturing	13	311314	6.0	2.6
86	13	999	Statewide	31	Cheese manufacturing	13	311513	9.0	3.6
87	13	999	Statewide	31	Chocolate and confectionery manufacturing from cacao beans	13	311351	7.0	2.0
92	13	999	Statewide	31	Creamery butter manufacturing	13	311512	1.0	1.0
105	13	999	Statewide	31	Footwear manufacturing	13	316210	10.0	3.8
107	13	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	13	311411	6.0	2.0
115	13	999	Statewide	31	Malt manufacturing	13	311213	1.0	1.0
129	13	999	Statewide	31	Rice milling	13	311212	1.0	1.0
135	13	999	Statewide	31	Specialty canning	13	311422	3.0	1.0
139	13	999	Statewide	31	Tobacco manufacturing	13	312230	10.0	3.6
141	13	999	Statewide	31	Wet corn milling	13	311221	1.0	1.0
160	13	999	Statewide	32	Cement manufacturing	13	327310	12.75	6.0
173	13	999	Statewide	32	Explosives manufacturing	13	325920	2.0	1.0
175	13	999	Statewide	32	Flat glass manufacturing	13	327211	2.0	1.0
182	13	999	Statewide	32	In-vitro diagnostic substance manufacturing	13	325413	13.5	6.6
184	13	999	Statewide	32	Laminated plastics plate, sheet (except packaging), and shape manufacturing	13	326130	1.0	1.0
189	13	999	Statewide	32	Nitrogenous fertilizer manufacturing	13	325311	12.0	5.4
200	13	999	Statewide	32	Petrochemical manufacturing	13	325110	1.0	1.0
202	13	999	Statewide	32	Petroleum refineries	13	324110	7.0	2.3333333333333335
204	13	999	Statewide	32	Phosphatic fertilizer manufacturing	13	325312	2.0	1.0
244	13	999	Statewide	33	Aircraft manufacturing	13	336411	27.25	13.8
250	13	999	Statewide	33	Alumina refining and primary aluminum production	13	331313	4.0	2.0
252	13	999	Statewide	33	Aluminum sheet, plate, and foil manufacturing	13	331315	2.0	1.0
253	13	999	Statewide	33	Ammunition (except small arms) manufacturing	13	332993	3.0	1.3333333333333333
257	13	999	Statewide	33	Automobile manufacturing	13	336111	17.0	7.4
260	13	999	Statewide	33	Blank magnetic and optical recording media manufacturing	13	334613	4.0	1.2
266	13	999	Statewide	33	Capacitor, resistor, coil, transformer, and other inductor manufacturing	13	334416	6.0	3.0
268	13	999	Statewide	33	Computer storage device manufacturing	13	334112	2.0	1.0
280	13	999	Statewide	33	Electric lamp bulb and part manufacturing	13	335110	3.0	1.5
283	13	999	Statewide	33	Electronic connector manufacturing	13	334417	3.0	1.2
289	13	999	Statewide	33	Fastener, button, needle, and pin manufacturing	13	339993	6.333333333333333	3.0
291	13	999	Statewide	33	Fluid power cylinder and actuator manufacturing	13	333995	9.0	4.2
292	13	999	Statewide	33	Fluid power pump and motor manufacturing	13	333996	2.0	1.0
295	13	999	Statewide	33	Gasket, packing, and sealing device manufacturing	13	339991	16.0	7.6
298	13	999	Statewide	33	Heavy duty truck manufacturing	13	336120	4.0	2.0
300	13	999	Statewide	33	Household furniture (except wood and metal) manufacturing	13	337125	4.0	1.8
301	13	999	Statewide	33	Household refrigerator and home freezer manufacturing	13	335222	2.0	1.0
317	13	999	Statewide	33	Light truck and utility vehicle manufacturing	13	336112	4.0	1.4
322	13	999	Statewide	33	Metal can manufacturing	13	332431	2.0	1.0
330	13	999	Statewide	33	Military armored vehicle, tank, and tank component manufacturing	13	336992	4.0	1.6
333	13	999	Statewide	33	Motor home manufacturing	13	336213	1.0	1.0
340	13	999	Statewide	33	Motor vehicle steering and suspension components (except spring) manufacturing	13	336330	10.0	5.4
345	13	999	Statewide	33	Nonferrous forging	13	332112	2.0	1.0
364	13	999	Statewide	33	Other guided missile and space vehicle parts and auxiliary equipment manufacturing	13	336419	1.0	1.0
369	13	999	Statewide	33	Other metal valve and pipe fitting manufacturing	13	332919	4.0	1.4
