	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
0	46	999	Statewide	11	Fishing	46	1141	4.0	1.8
6	46	999	Statewide	21	Coal mining	46	2121	4.0	2.0
7	46	999	Statewide	21	Metal ore mining	46	2122	5.75	2.8
26	46	999	Statewide	31	Apparel accessories and other apparel manufacturing	46	3159	1.0	1.0
31	46	999	Statewide	31	Fabric mills	46	3132	2.0	1.0
32	46	999	Statewide	31	Fruit and vegetable preserving and specialty food manufacturing	46	3114	6.0	2.4
34	46	999	Statewide	31	Leather and hide tanning and finishing	46	3161	1.0	1.0
36	46	999	Statewide	31	Other leather and allied product manufacturing	46	3169	5.0	2.2
40	46	999	Statewide	31	Textile furnishings mills	46	3141	5.0	2.2
41	46	999	Statewide	31	Tobacco manufacturing	46	3122	1.0	1.0
46	46	999	Statewide	32	Glass and glass product manufacturing	46	3272	3.0	1.2
47	46	999	Statewide	32	Lime and gypsum product manufacturing	46	3274	1.0	1.0
51	46	999	Statewide	32	Paint, coating, and adhesive manufacturing	46	3255	3.0	1.2
53	46	999	Statewide	32	Petroleum and coal products manufacturing	46	3241	8.25	3.3333333333333335
54	46	999	Statewide	32	Pharmaceutical and medicine manufacturing	46	3254	6.0	2.4
57	46	999	Statewide	32	Pulp, paper, and paperboard mills	46	3221	2.0	1.0
58	46	999	Statewide	32	Resin, synthetic rubber, and artificial synthetic fibers and filaments manufacturing	46	3252	2.0	1.0
65	46	999	Statewide	33	Alumina and aluminum production and processing	46	3313	3.0	1.6
67	46	999	Statewide	33	Audio and video equipment manufacturing	46	3343	2.0	1.0
70	46	999	Statewide	33	Commercial and service industry machinery manufacturing	46	3333	5.0	2.0
71	46	999	Statewide	33	Communications equipment manufacturing	46	3342	4.5	1.6
72	46	999	Statewide	33	Computer and peripheral equipment manufacturing	46	3341	2.0	1.0
73	46	999	Statewide	33	Cutlery and handtool manufacturing	46	3322	5.0	3.111111111111111
74	46	999	Statewide	33	Electric lighting equipment manufacturing	46	3351	4.0	2.0
79	46	999	Statewide	33	Hardware manufacturing	46	3325	8.5	3.6666666666666665
81	46	999	Statewide	33	Household appliance manufacturing	46	3352	3.0	1.6
83	46	999	Statewide	33	Iron and steel mills and ferroalloy manufacturing	46	3311	3.0	1.0
85	46	999	Statewide	33	Manufacturing and reproducing magnetic and optical media	46	3346	1.0	1.0
89	46	999	Statewide	33	Motor vehicle manufacturing	46	3361	4.0	1.6
92	46	999	Statewide	33	Nonferrous metal (except aluminum) production and processing	46	3314	6.0	2.4
96	46	999	Statewide	33	Other furniture related product manufacturing	46	3379	1.0	1.0
100	46	999	Statewide	33	Railroad rolling stock manufacturing	46	3365	1.0	1.0
102	46	999	Statewide	33	Ship and boat building	46	3366	2.0	1.0
103	46	999	Statewide	33	Spring and wire product manufacturing	46	3326	2.0	1.0
104	46	999	Statewide	33	Steel product manufacturing from purchased steel	46	3312	4.0	2.0
105	46	999	Statewide	33	Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing	46	3334	23.75	11.77777777777778
160	46	999	Statewide	48	Other support activities for transportation	46	4889	10.0	2.75
162	46	999	Statewide	48	Pipeline transportation of crude oil	46	4861	2.0	1.0
250	46	999	Statewide	71	Agents and managers for artists, athletes, entertainers, and other public figures	46	7114	2.0	1.0
