"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Manteno","http://facebook.com/3windsfarm/","41.276258","-87.906847","3 Winds Farm","IL","10769 N 1500W Rd","baked-goods cut-flowers herbs fresh-vegetables red-meat non-poultry-meat soap body-care","","farm","www.3windsfarm.com","60950"
"Woodstock","","42.255422","-88.478504","All Seasons Orchard","IL","14510 Il Route 176","baked-goods canned preserved dairy products fresh-fruits fresh-vegetables honey juices ciders soap body-care","","farm","www.allseasonsorchard.com","60098"
"Chicago ","","41.837551","-87.681844","AMERICAN INDIAN Jone's Applebee's Farming Conglomerate","IL"," 5555 Main Street ","bedding plants crafts woodworking fresh-fruits tofu non-animal protein","","farm","","60448"
"Stillman Valley","facebook.com/bffpoultry","42.137549","-89.159240","Berkowski Family Farm LLC","IL","9432 E Scott Rd","canned preserved crafts woodworking eggs herbs fresh-fruits fresh-vegetables honey poultry fowl","twitter.com/bffpoultry","farm","www.bffpoultry.com","61084"
"Hurst ","facebook.com/bigmuddyhogs","37.842598","-89.141034","Big Muddy Hogs","IL","300 Adams street ","eggs poultry fowl red-meat non-poultry-meat","","farm","bigmuddyhogs.com","62949"
"Freeport","","42.420707","-89.634796","Boru Farms","IL","8225 Rte 26 N","eggs poultry fowl red-meat non-poultry-meat","","farm","naimhe8.wix.com/borufarm","61032"
"Plainfield","Bronkberry Farms","41.554524","-88.189393","Bronkberry Farms","IL","18061 S. Bronk Road","baked-goods canned preserved crafts woodworking fresh-fruits fresh-vegetables honey juices ciders","","farm","www.bronkberryfarms.com","60586"
"Alpha","http://wwwfacebook.com/country.corner.pumpkins","41.229078","-90.379105","Country Corner Farm Market & Pumpkin Patch","IL","5333 U. S. highway 150","bedding plants canned preserved crafts woodworking dairy products eggs herbs fresh-fruits fresh-vegetables grains flour honey maple-products","","farm","http://www.country-corner.com","61413"
"Leland","https://www.facebook.com/CountryPondGardens","41.587240","-88.752615","Country Pond Gardens","IL","2190 North 45th Road","bedding plants herbs fresh-vegetables","","farm","","60531"
"Paxton","https://www.facebook.com/cowcreekorganics","40.414803","-88.057094","Cow Creek Farm","IL","2112 E 100 N Rd","cut-flowers dry beans eggs herbs fresh-fruits fresh-vegetables grains flour honey nuts poultry fowl red-meat non-poultry-meat soap body-care wild-harvested forest-products","","farm","http://www.cowcreekorganicfarm.com/","60957"
"Coal Valley","www.facebook.com/crandallfarms","41.4102820","-90.4677180","Crandall Farms","IL","10905 104th Street","eggs honey soap body-care","www.twitter.com/crandallfarms ","farm","www.crandallfarms.com","61240"
"Champaign","www.facebook.com/curtisorchard","40.0639050","-88.2949790","Curtis Orchard & Pumpkin Patch","IL","3902 S Duncan Rd","baked-goods canned preserved coffee tea crafts woodworking dairy products fresh-fruits fresh-vegetables honey juices ciders maple-products mushrooms nuts prepared-foods soap body-care","www.twitter.com/curtisorchard","farm","www.curtisorchard.com","61822"
"Prairie View-Lincolnshire","https://www.facebook.com/pages/Didier-Farms/120890817921408","42.182538","-87.961392","Didier Farms","IL","16678 West Aptakisic Road","baked-goods bedding plants canned preserved coffee tea crafts woodworking dairy products herbs fresh-fruits fresh-vegetables honey juices ciders nuts poultry fowl prepared-foods red-meat non-poultry-meat","","farm","www.didierfarms.com","60069"
"Chicago","","41.804878","-87.634211","Eden Place Farms","IL","4911 S Shields Ave","baked-goods bedding plants canned preserved cut-flowers eggs fresh-fruits fresh-vegetables honey","","farm","www.edenplacefarms.org","60609"
