	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS_TTL	state	relevant_naics	estab_agg	estab_api
7	36	999	Statewide	11	Other marine fishing	36	114119	2.0	1.3333333333333333
14	36	999	Statewide	21	All other metal ore mining	36	212299	1.0	1.0
16	36	999	Statewide	21	Bituminous coal underground mining	36	212112	1.0	1.0
17	36	999	Statewide	21	Clay and ceramic and refractory minerals mining	36	212325	4.0	1.8
26	36	999	Statewide	21	Industrial sand mining	36	212322	4.0	1.4
27	36	999	Statewide	21	Lead ore and zinc ore mining	36	212231	3.0	1.2
28	36	999	Statewide	21	Natural gas liquid extraction	36	211112	3.0	1.25
31	36	999	Statewide	21	Potash, soda, and borate mineral mining	36	212391	3.0	1.8
83	36	999	Statewide	31	Beet sugar manufacturing	36	311313	2.0	1.0
85	36	999	Statewide	31	Breakfast cereal manufacturing	36	311230	4.25	3.3333333333333335
105	36	999	Statewide	31	Fats and oils refining and blending	36	311225	9.0	3.2222222222222223
112	36	999	Statewide	31	Frozen fruit, juice, and vegetable manufacturing	36	311411	11.0	4.0
120	36	999	Statewide	31	Malt manufacturing	36	311213	2.0	2.0
135	36	999	Statewide	31	Rice milling	36	311212	1.0	1.0
147	36	999	Statewide	31	Wet corn milling	36	311221	1.0	1.0
158	36	999	Statewide	32	All other petroleum and coal products manufacturing	36	324199	3.0	1.25
161	36	999	Statewide	32	Artificial and synthetic fibers and filaments manufacturing	36	325220	7.0	3.0
176	36	999	Statewide	32	Cyclic crude, intermediate, and gum and wood chemical manufacturing	36	325194	2.0	1.0
177	36	999	Statewide	32	Engineered wood member (except truss) manufacturing	36	321213	3.0	1.4
179	36	999	Statewide	32	Explosives manufacturing	36	325920	5.0	2.0
187	36	999	Statewide	32	Hardwood veneer and plywood manufacturing	36	321211	5.0	2.2
191	36	999	Statewide	32	Manufactured home (mobile home) manufacturing	36	321991	8.0	3.4
205	36	999	Statewide	32	Petrochemical manufacturing	36	325110	4.0	1.4
209	36	999	Statewide	32	Phosphatic fertilizer manufacturing	36	325312	2.0	1.0
229	36	999	Statewide	32	Softwood veneer and plywood manufacturing	36	321212	4.0	1.6
232	36	999	Statewide	32	Surface active agent manufacturing	36	325613	6.0	2.4
233	36	999	Statewide	32	Synthetic dye and pigment manufacturing	36	325130	10.0	3.4444444444444446
234	36	999	Statewide	32	Synthetic rubber manufacturing	36	325212	6.0	3.0
235	36	999	Statewide	32	Tire manufacturing (except retreading)	36	326211	12.0	5.888888888888889
254	36	999	Statewide	33	Alumina refining and primary aluminum production	36	331313	5.0	2.7777777777777777
256	36	999	Statewide	33	Aluminum sheet, plate, and foil manufacturing	36	331315	9.0	3.4444444444444446
257	36	999	Statewide	33	Ammunition (except small arms) manufacturing	36	332993	2.0	1.0
269	36	999	Statewide	33	Burial casket manufacturing	36	339995	5.0	1.6
273	36	999	Statewide	33	Computer storage device manufacturing	36	334112	5.0	1.8
285	36	999	Statewide	33	Electric lamp bulb and part manufacturing	36	335110	5.0	2.5555555555555554
297	36	999	Statewide	33	Fluid power pump and motor manufacturing	36	333996	8.0	3.2222222222222223
301	36	999	Statewide	33	Guided missile and space vehicle manufacturing	36	336414	2.0	1.0
302	36	999	Statewide	33	Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing	36	336415	2.0	1.0
308	36	999	Statewide	33	Household refrigerator and home freezer manufacturing	36	335222	2.0	1.0
324	36	999	Statewide	33	Light truck and utility vehicle manufacturing	36	336112	2.0	1.0
328	36	999	Statewide	33	Measuring and dispensing pump manufacturing	36	333913	2.0	1.0
341	36	999	Statewide	33	Motor home manufacturing	36	336213	4.0	1.4
348	36	999	Statewide	33	Motor vehicle steering and suspension components (except spring) manufacturing	36	336330	9.0	3.8
353	36	999	Statewide	33	Nonferrous forging	36	332112	2.0	1.0
360	36	999	Statewide	33	Oil and gas field machinery and equipment manufacturing	36	333132	10.0	4.2
372	36	999	Statewide	33	Other guided missile and space vehicle parts and auxiliary equipment manufacturing	36	336419	1.0	1.0
403	36	999	Statewide	33	Scale and balance manufacturing	36	333997	4.0	2.0
405	36	999	Statewide	33	Secondary smelting and alloying of aluminum	36	331314	9.0	3.3333333333333335
421	36	999	Statewide	33	Steel foundries (except investment)	36	331513	5.25	2.5555555555555554
422	36	999	Statewide	33	Steel investment foundries	36	331512	4.0	2.0
591	36	999	Statewide	48	All other pipeline transportation	36	486990	3.0	3.0
598	36	999	Statewide	48	Commuter rail systems	36	485112	1.0	1.0
600	36	999	Statewide	48	Deep sea passenger transportation	36	483112	7.0	2.0
699	36	999	Statewide	52	Monetary authorities - central bank	36	521110	6.25	2.6
