	NAICS_Sector	NAICS_TTL	state	relevant_naics	COUNTY	id	GEO_TTL	GEO_ID	estab	emp	payann	estimate
0	11	Fishing	36	1141	29	36029	Erie County, New York	0500000US36029	1.0	0.8027777777777774	340.4006944444444	1.0
1	11	Fishing	36	1141	55	36055	Monroe County	0500000US36055	1.0	-4.3	193.3	1.0
2	11	Fishing	36	1141	55	36055	Monroe County, New York	0500000US36055	1.0	-4.4	287.2	1.0
3	11	Fishing	36	1141	59	36059	Nassau County	0500000US36059	3.0	-12.9	579.9	1.0
4	11	Fishing	36	1141	59	36059	Nassau County, New York	0500000US36059	3.3846153846153846	31.587179487179487	2050.9852564102566	0.6923076923076923
5	11	Fishing	36	1141	61	36061	New York County	0500000US36061	1.0	-4.3	193.3	1.0
6	11	Fishing	36	1141	61	36061	New York County, New York	0500000US36061	1.25	2.4138888888888883	427.45624999999995	1.0
7	11	Fishing	36	1141	81	36081	Queens County	0500000US36081	1.0	-4.3	193.3	1.0
8	11	Fishing	36	1141	81	36081	Queens County, New York	0500000US36081	1.0	6.555555555555555	366.3888888888889	1.0
9	11	Fishing	36	1141	85	36085	Richmond County, New York	0500000US36085	1.0	6.666666666666666	384.55555555555554	1.0
10	11	Fishing	36	1141	87	36087	Rockland County	0500000US36087	1.0	-4.3	193.3	1.0
11	11	Fishing	36	1141	87	36087	Rockland County, New York	0500000US36087	1.0	-4.4	287.2	1.0
12	11	Fishing	36	1141	103	36103	Suffolk County	0500000US36103	37.0	43.0	1458.0	0.0
13	11	Fishing	36	1141	103	36103	Suffolk County, New York	0500000US36103	35.5	39.8	1578.5	0.1
14	11	Fishing	36	1141	119	36119	Westchester County	0500000US36119	3.0	-12.9	579.9	1.0
15	11	Fishing	36	1141	119	36119	Westchester County, New York	0500000US36119	2.5	-0.8694444444444449	838.0076388888889	1.0
16	11	Forest nurseries and gathering of forest products	36	1132	49	36049	Lewis County	0500000US36049	1.0	0.0	0.0	1.0
17	11	Forest nurseries and gathering of forest products	36	1132	49	36049	Lewis County, New York	0500000US36049	1.0	0.6666666666666666	12.375	1.0
18	11	Forest nurseries and gathering of forest products	36	1132	83	36083	Rensselaer County, New York	0500000US36083	1.0	1.3333333333333333	24.75	1.0
19	11	Forest nurseries and gathering of forest products	36	1132	115	36115	Washington County	0500000US36115	1.0	0.0	0.0	1.0
20	11	Forest nurseries and gathering of forest products	36	1132	115	36115	Washington County, New York	0500000US36115	1.0	0.8888888888888888	16.5	1.0
21	11	Forest nurseries and gathering of forest products	36	1132	119	36119	Westchester County, New York	0500000US36119	1.0	1.0	21.5	1.0
22	11	Hunting and trapping	36	1142	21	36021	Columbia County	0500000US36021	1.0	-0.75	69.0	1.0
23	11	Hunting and trapping	36	1142	21	36021	Columbia County, New York	0500000US36021	1.0	0.0	-23.8	1.0
24	11	Hunting and trapping	36	1142	59	36059	Nassau County	0500000US36059	3.0	3.0	101.0	0.0
25	11	Hunting and trapping	36	1142	59	36059	Nassau County, New York	0500000US36059	2.25	3.6	130.05	0.75
26	11	Hunting and trapping	36	1142	79	36079	Putnam County	0500000US36079	1.0	-0.75	69.0	1.0
27	11	Hunting and trapping	36	1142	79	36079	Putnam County, New York	0500000US36079	1.0	1.8	44.2	1.0
28	11	Hunting and trapping	36	1142	89	36089	St. Lawrence County	0500000US36089	1.0	-0.75	69.0	1.0
29	11	Hunting and trapping	36	1142	89	36089	St. Lawrence County, New York	0500000US36089	1.0	0.0	-23.8	1.0
30	11	Hunting and trapping	36	1142	105	36105	Sullivan County	0500000US36105	1.0	-0.75	69.0	1.0
31	11	Hunting and trapping	36	1142	105	36105	Sullivan County, New York	0500000US36105	2.0	3.6	88.4	1.0
32	11	Logging	36	1133	3	36003	Allegany County	0500000US36003	8.0	45.61904761904761	1298.6666666666665	1.0
33	11	Logging	36	1133	3	36003	Allegany County, New York	0500000US36003	4.323529411764706	9.242193173565724	242.00726216412494	0.7647058823529411
34	11	Logging	36	1133	7	36007	Broome County	0500000US36007	4.0	0.0	45.0	0.0
35	11	Logging	36	1133	7	36007	Broome County, New York	0500000US36007	5.676470588235294	7.264705882352941	176.38235294117646	0.7352941176470589
36	11	Logging	36	1133	9	36009	Cattaraugus County	0500000US36009	9.0	0.0	277.0	0.0
37	11	Logging	36	1133	9	36009	Cattaraugus County, New York	0500000US36009	8.147058823529411	20.441176470588236	375.5	0.7352941176470589
38	11	Logging	36	1133	11	36011	Cayuga County	0500000US36011	4.0	12.0	182.0	0.0
39	11	Logging	36	1133	11	36011	Cayuga County, New York	0500000US36011	4.0	5.264705882352941	202.38235294117646	0.7352941176470589
40	11	Logging	36	1133	13	36013	Chautauqua County	0500000US36013	4.0	0.0	155.0	0.0
41	11	Logging	36	1133	13	36013	Chautauqua County, New York	0500000US36013	3.088235294117647	5.404665314401623	152.6024340770791	0.7647058823529411
42	11	Logging	36	1133	15	36015	Chemung County, New York	0500000US36015	1.0	3.310526315789474	114.64934210526316	1.0
43	11	Logging	36	1133	17	36017	Chenango County	0500000US36017	4.0	6.0	226.0	0.0
44	11	Logging	36	1133	17	36017	Chenango County, New York	0500000US36017	5.088235294117647	13.617647058823529	215.85294117647058	0.7352941176470589
45	11	Logging	36	1133	19	36019	Clinton County	0500000US36019	13.0	0.0	597.0	0.0
46	11	Logging	36	1133	19	36019	Clinton County, New York	0500000US36019	5.735294117647059	14.970588235294118	415.0	0.7352941176470589
47	11	Logging	36	1133	21	36021	Columbia County	0500000US36021	2.0	11.404761904761903	324.66666666666663	1.0
48	11	Logging	36	1133	21	36021	Columbia County, New York	0500000US36021	3.0	7.512172406324453	299.4230046567035	0.5
49	11	Logging	36	1133	23	36023	Cortland County	0500000US36023	5.0	28.51190476190476	811.6666666666666	1.0
50	11	Logging	36	1133	23	36023	Cortland County, New York	0500000US36023	4.852941176470588	5.705882352941177	206.44117647058823	0.7352941176470589
51	11	Logging	36	1133	25	36025	Delaware County	0500000US36025	8.0	45.61904761904761	1298.6666666666665	1.0
52	11	Logging	36	1133	25	36025	Delaware County, New York	0500000US36025	7.294117647058823	20.521185485688527	604.1569754338517	0.7941176470588235
53	11	Logging	36	1133	27	36027	Dutchess County	0500000US36027	2.0	11.404761904761903	324.66666666666663	1.0
54	11	Logging	36	1133	27	36027	Dutchess County, New York	0500000US36027	1.25	6.354284017835137	192.6920614315162	1.0
55	11	Logging	36	1133	29	36029	Erie County, New York	0500000US36029	1.0	3.4210526315789473	107.97368421052632	1.0
56	11	Logging	36	1133	31	36031	Essex County	0500000US36031	11.0	0.0	724.0	0.0
57	11	Logging	36	1133	31	36031	Essex County, New York	0500000US36031	11.941176470588236	22.823529411764707	573.0	0.7352941176470589
58	11	Logging	36	1133	33	36033	Franklin County	0500000US36033	8.0	70.0	2606.0	0.0
